,timestamp,lat,lon,solar_elevation,q_1,q_2,q_3
0,2019-06-12 08:02:04,46.8849068667,17.89352725,49.2372491227,1.0,1.0,0.0
1,2019-06-12 08:02:20,46.8852858667,17.8931942667,49.2798421824,1.0,1.0,0.0
2,2019-06-12 08:02:37,46.8857406,17.8928744333,49.3261440348,1.0,1.0,0.0
3,2019-06-12 09:24:08,46.8884805333,17.8915596667,60.8609128636,1.0,1.0,1.0
4,2019-06-12 09:24:25,46.8884940333,17.8915542667,60.9067707537,1.0,1.0,1.0
5,2019-06-12 09:24:41,46.8885006667,17.8915435667,60.938879473,1.0,1.0,1.0
6,2019-06-12 09:24:58,46.8884939333,17.8915672833,60.9713228715,1.0,1.0,1.0
7,2019-06-12 09:25:15,46.8884706333,17.8915938333,61.0033223078,1.0,1.0,1.0
8,2019-06-12 09:25:32,46.8884577833,17.8916120667,61.0356291026,1.0,1.0,1.0
9,2019-06-12 09:37:03,46.8884426333,17.89173775,62.2832451167,1.0,1.0,1.0
10,2019-06-12 09:37:20,46.88845495,17.89174315,62.3203535345,1.0,1.0,1.0
11,2019-06-12 09:37:37,46.8884524833,17.89171775,62.3491222913,1.0,1.0,1.0
12,2019-06-12 09:37:54,46.8884609833,17.8917451833,62.3778227462,1.0,1.0,1.0
13,2019-06-12 09:38:10,46.888465,17.89170115,62.4060792388,1.0,1.0,1.0
14,2019-06-12 09:51:37,46.8796388167,17.8998077167,63.6781405,0.0,0.0,0.0
15,2019-06-12 09:51:54,46.8796583833,17.89979035,63.7121343515,0.0,0.0,0.0
16,2019-06-12 09:52:11,46.8796632833,17.8997573333,63.7359375607,0.0,0.0,0.0
17,2019-06-12 09:52:44,46.8796836333,17.8997187,63.783824017,0.0,0.0,0.0
18,2019-06-12 09:53:02,46.87963945,17.8997502167,63.8081121697,0.0,0.0,0.0
19,2019-06-12 09:53:18,46.8796315333,17.8997726,63.8312801714,0.0,0.0,0.0
20,2019-06-12 11:19:26,46.8797129667,17.90016395,65.4560933824,1.0,1.0,1.0
21,2019-06-12 11:19:43,46.8798092,17.9001548833,65.4416611927,1.0,1.0,1.0
22,2019-06-12 11:20:04,46.8798148,17.9001313833,65.4231172291,1.0,1.0,1.0
23,2019-06-12 11:20:21,46.8797881,17.9000901,65.408452813,1.0,1.0,1.0
24,2019-06-12 11:20:38,46.8797653667,17.89999075,65.3936791138,1.0,1.0,1.0
25,2019-06-12 11:20:55,46.8798026333,17.8998524833,65.3788302826,1.0,1.0,1.0
26,2019-06-12 11:21:16,46.8798057833,17.8998212,65.3638516777,1.0,1.0,1.0
27,2019-06-12 11:21:38,46.8797816167,17.8998802667,65.3401645817,1.0,1.0,1.0
28,2019-06-12 11:21:59,46.8797611,17.8998935333,65.3206029199,1.0,1.0,1.0
29,2019-06-12 11:22:20,46.8797756833,17.8998786667,65.3050983905,1.0,1.0,1.0
30,2019-06-12 11:22:37,46.8797571,17.8998883167,65.2852703513,1.0,1.0,1.0
31,2019-06-12 11:22:54,46.87974525,17.8998926667,65.269410652,1.0,1.0,1.0
32,2019-06-12 11:23:11,46.8797241833,17.8999122333,65.2535304622,1.0,1.0,1.0
33,2019-06-12 11:23:28,46.8797019333,17.8999663833,65.2375341592,1.0,1.0,1.0
34,2019-06-12 11:23:45,46.8797136333,17.9000073333,65.221387592,1.0,1.0,0.0
35,2019-06-12 11:24:01,46.8797305,17.9000018,65.2050292889,1.0,1.0,0.0
36,2019-06-12 11:24:18,46.8797124333,17.8999630833,65.1890876274,1.0,1.0,0.0
37,2019-06-12 11:24:35,46.8797869667,17.89998695,65.1722443809,1.0,1.0,0.0
38,2019-06-12 11:24:52,46.87982315,17.8999852167,65.1555172476,1.0,1.0,0.0
39,2019-06-12 11:25:08,46.8798388,17.8999579833,65.1388993974,1.0,1.0,0.0
40,2019-06-12 11:25:25,46.8798300167,17.8999407333,65.1221927547,1.0,1.0,1.0
41,2019-06-12 11:25:42,46.8798518,17.8999132667,65.1050353195,1.0,1.0,1.0
42,2019-06-12 11:25:59,46.8798753,17.8999010333,65.0883696579,1.0,1.0,0.0
43,2019-06-12 11:26:15,46.87989315,17.8999067667,65.0715947133,1.0,1.0,1.0
44,2019-06-12 11:36:16,46.8799621833,17.8999267667,64.3927080608,1.0,1.0,1.0
45,2019-06-12 11:36:37,46.8799762833,17.89991935,64.3579902092,0.0,0.0,0.0
46,2019-06-12 11:36:53,46.8799720333,17.8999396833,64.3366526982,0.0,0.0,0.0
47,2019-06-12 11:37:10,46.87995385,17.89993965,64.3152263948,0.0,0.0,0.0
48,2019-06-12 11:37:44,46.8799055167,17.8998912667,64.2722235238,0.0,0.0,0.0
49,2019-06-12 11:38:01,46.8799148333,17.8998756,64.2504693713,0.0,0.0,0.0
50,2019-06-12 11:38:17,46.87989305,17.8998191333,64.2287766905,0.0,0.0,0.0
51,2019-06-12 11:38:34,46.8798924333,17.8998207667,64.2073435569,0.0,0.0,0.0
52,2019-06-12 11:38:51,46.87990305,17.8998632167,64.1846058571,0.0,0.0,0.0
53,2019-06-12 11:39:08,46.87991925,17.8998367,64.1627014405,0.0,0.0,0.0
54,2019-06-12 11:39:24,46.8799009333,17.8998343667,64.1413844201,0.0,0.0,0.0
55,2019-06-12 11:39:41,46.8799065167,17.8998612167,64.1179363806,0.0,0.0,0.0
56,2019-06-12 11:39:58,46.8799009667,17.8998683833,64.0960046432,0.0,0.0,0.0
57,2019-06-12 11:40:15,46.8799147333,17.89989265,64.0728776227,0.0,0.0,0.0
58,2019-06-12 11:40:31,46.87989945,17.8998571,64.050501923,0.0,0.0,0.0
59,2019-06-12 11:40:48,46.8798845333,17.89985225,64.0276071289,0.0,0.0,0.0
60,2019-06-12 11:41:05,46.87989855,17.8998752833,64.0049923725,0.0,0.0,0.0
61,2019-06-12 11:41:22,46.8798909333,17.8998676,63.9821658803,0.0,0.0,0.0
62,2019-06-12 11:41:38,46.8798823833,17.8998494833,63.9600633882,0.0,0.0,0.0
63,2019-06-12 11:41:55,46.8798748167,17.8998468,63.9363558015,0.0,0.0,0.0
64,2019-06-12 11:42:12,46.87987835,17.8998373167,63.9132219508,0.0,0.0,0.0
65,2019-06-12 11:42:29,46.8798991167,17.8998743333,63.8891250434,0.0,0.0,0.0
66,2019-06-12 11:42:46,46.8799376667,17.8998574167,63.8657657965,0.0,0.0,0.0
67,2019-06-12 11:43:01,46.8799186333,17.8998259333,63.8437725873,0.0,0.0,0.0
68,2019-06-12 11:43:19,46.8799095833,17.8998493,63.8186989629,0.0,0.0,0.0
69,2019-06-12 11:43:35,46.87992535,17.8998836833,63.7958997915,0.0,0.0,0.0
70,2019-06-12 11:43:53,46.8799495,17.8999048833,63.7710174123,0.0,0.0,0.0
71,2019-06-12 11:44:09,46.87998905,17.8999341667,63.7475830333,0.0,0.0,0.0
72,2019-06-12 13:04:24,46.87964045,17.8996807167,53.8986005143,1.0,1.0,1.0
73,2019-06-12 13:04:42,46.8796959333,17.8995509667,53.841469397,0.0,0.0,0.0
74,2019-06-12 13:04:59,46.8796895,17.8995216333,53.7996925449,0.0,0.0,0.0
