,x_index,y_index,lat,lon,n_cell,mask_cell,time_cell,rrs_443,rrs_std_443,rrs_560,rrs_std_560,rrs_665,rrs_std_665,rrs_783,rrs_std_783
0,359,973,50.367897,-4.1329083,1.0,0.0,5278.0,0.0018396924834773,0.0,0.0056904063323451,0.0,0.0017356782477474,0.0,0.0002749215577251,0.0
1,360,972,50.367714,-4.1331854,1.0,0.0,5355.0,0.0012475002471246,0.0,0.0037400303414951,0.0,0.0010674334590437,0.0,0.0001671985646543,0.0
2,360,973,50.367718,-4.132904,3.0,0.0,5291.0,0.0015876975096782333,0.00011153120589374967,0.005049358926906299,0.0002455041774009364,0.0015088930687281001,9.787284720372438e-05,0.00024250103063040002,2.249659085485297e-05
3,360,974,50.36772,-4.132623,1.0,0.0,5231.0,0.0018349822550031,0.0,0.0055423760851021,0.0,0.0017312003023887,0.0,0.0002791210504612,0.0
4,360,975,50.36772,-4.132342,1.0,0.0,5210.0,0.0016377975327313,0.0,0.0053876113589273,0.0,0.0016055448103786,0.0,0.0002736902528065,0.0
5,361,972,50.367535,-4.133181,262.0,0.0,17914.492366412214,0.001834838185474961,0.0004565999709594815,0.005289998995611416,0.0004242814254011818,0.001613750902993426,0.0001684252921982937,0.0002660929389111606,5.434164327160766e-05
6,361,974,50.36754,-4.132619,1.0,0.0,4695.0,0.002883275540278,0.0,0.0060393071182036,0.0,0.0018483434624508,0.0,0.0003521883354329,0.0
7,361,976,50.367546,-4.132056,2.0,0.0,4950.0,0.00179235018589065,8.966647563135003e-05,0.00555657621477815,1.4241293292249768e-05,0.0017532442513838,6.348668394339993e-05,0.0002678089836456,9.8183784276e-06
8,361,978,50.36755,-4.131494,2.0,0.0,4955.5,0.0013739420452154,0.00045068448783790004,0.0037394359594926504,0.0019009503789741502,0.0012466244347851,0.0005157644881131,0.00016744697173416072,9.661518140873929e-05
9,361,979,50.367554,-4.1312127,2.0,0.0,4788.0,0.00164470501872505,2.2296535042050044e-05,0.00467935253997505,0.00036420027663165017,0.00193709336154715,0.00040926847631714996,0.00028679176212374996,3.897159138965001e-05
10,362,979,50.367374,-4.1312084,7.0,0.0,4994.857142857143,0.002035287657853486,0.00034519456435248407,0.004690084823573415,0.000894359260107349,0.0019691503860948143,0.00047814900797443094,0.0002866505798712,5.861153157214395e-05
11,364,974,50.367,-4.132606,1.0,0.0,4671.0,0.002239465693327,0.0,0.0057592360821052,0.0,0.0017446781287324,0.0,0.000278779760695,0.0
12,365,974,50.36682,-4.1326017,2.0,0.0,4442.5,0.0014864344288226,4.461792023440002e-05,0.0037337325180776997,0.0006986932165911001,0.0011987040855137,0.00011406578621799999,0.00016773058192360001,2.1166347222699994e-05
13,366,974,50.366642,-4.1325974,13.0,0.0,4440.461538461538,0.001953008333196538,0.00019562250021363067,0.003952596554372862,0.0005664026699309869,0.0013968070227706692,0.00023066100904996537,0.00020415430356263075,3.655207881113419e-05
14,367,974,50.366463,-4.132593,1.0,0.0,4202.0,0.0018145105691785,0.0,0.0038100085923429,0.0,0.0012958835374174,0.0,0.000186810304798,0.0
15,369,974,50.3661,-4.1325846,1.0,0.0,4178.0,0.0037140622289021,0.0,0.0070005248762272,0.0,0.0021404825473956,0.0,0.000365538522215,0.0
16,372,974,50.365562,-4.1325717,1.0,0.0,4148.0,0.0025685600606987,0.0,0.0069853362772256,0.0,0.0019343066399178,0.0,0.0003216165731646,0.0
17,374,973,50.3652,-4.1328444,1.0,0.0,4126.0,0.0027745240001997,0.0,0.0070100797491182,0.0,0.0019719261921824,0.0,0.000324279764227,0.0
18,377,973,50.36466,-4.1328316,1.0,0.0,4104.0,0.0025889400647014,0.0,0.0069670391500125,0.0,0.0019107950387549,0.0,0.0003223301654122,0.0
19,382,973,50.36376,-4.13281,1.0,0.0,4071.0,0.0029382987409068,0.0,0.0073751662089145,0.0,0.0022382934910078,0.0,0.0003557979727683,0.0
20,386,972,50.363037,-4.133074,1.0,0.0,4050.0,0.0031050860614306,0.0,0.0072885154193413,0.0,0.0022715160049956,0.0,0.0003780382941945,0.0
21,392,970,50.361954,-4.1336107,1.0,0.0,4023.0,0.0035114171786481,0.0,0.0082473164724929,0.0,0.0025488661551379,0.0,0.0004379881600746,0.0
22,396,967,50.361225,-4.1344366,1.0,0.0,4001.0,0.0038517233243782,0.0,0.0085373938839276,0.0,0.0026018405902267,0.0,0.0004391403828541,0.0
23,401,964,50.36032,-4.1352587,1.0,0.0,3975.0,0.0039987399721482,0.0,0.0084321677871242,0.0,0.0025296909730658,0.0,0.000443954423467,0.0
24,408,959,50.359047,-4.1366343,1.0,0.0,3937.0,0.0047014982779805,0.0,0.0092862016930276,0.0,0.0028993870055044,0.0,0.0004565413301687,0.0
25,416,956,50.3576,-4.137443,1.0,0.0,3895.0,0.0044350387964209,0.0,0.0085360298743729,0.0,0.0025825224199695,0.0,0.0004027649242937,0.0
26,423,953,50.356335,-4.1382565,1.0,0.0,3862.0,0.0040733277218402,0.0,0.0076206855571007,0.0,0.0022148011049283,0.0,0.0003195511116845,0.0
27,427,951,50.35561,-4.1388016,1.0,0.0,3841.0,0.0038902343202371,0.0,0.007207507111233,0.0,0.0020775372245809,0.0,0.0003542631272254,0.0
28,435,946,50.354156,-4.1401725,1.0,0.0,3797.0,0.0036507444200187,0.0,0.0072825601839865,0.0,0.002011559394777,0.0,0.0003317605375716,0.0
29,440,944,50.353252,-4.140713,1.0,0.0,3772.0,0.0034975886319141,0.0,0.0072939194393568,0.0,0.0020406231384498,0.0,0.0003123077074262,0.0
