,timestamp,lat,lon,q_1,q_2,q_3
0,2021-08-24 07:36:20.275,50.3292512,-4.1613136,0.0,0.0,0.0
1,2021-08-24 07:36:43.262,50.3297812,-4.1615355,0.0,0.0,0.0
2,2021-08-24 07:37:05.250,50.330285,-4.161714,1.0,1.0,0.0
3,2021-08-24 07:37:30.236,50.3308583,-4.161881,1.0,1.0,1.0
4,2021-08-24 07:37:56.222,50.331514,-4.1619784,1.0,1.0,1.0
5,2021-08-24 07:38:33.201,50.3325497,-4.1619303,0.0,0.0,0.0
6,2021-08-24 07:39:14.178,50.3337369,-4.1611953,0.0,0.0,0.0
7,2021-08-24 07:39:40.164,50.3345228,-4.1606301,1.0,1.0,1.0
8,2021-08-24 07:40:01.152,50.3351424,-4.1601785,1.0,1.0,1.0
9,2021-08-24 07:40:20.141,50.335602,-4.1594937,1.0,1.0,1.0
10,2021-08-24 07:40:42.129,50.3362054,-4.1587213,1.0,1.0,1.0
11,2021-08-24 07:41:07.115,50.3369576,-4.1577884,1.0,1.0,1.0
12,2021-08-24 07:41:42.095,50.3380528,-4.1564846,0.0,0.0,0.0
13,2021-08-24 07:42:01.085,50.338718,-4.155947,0.0,0.0,0.0
14,2021-08-24 07:42:25.071,50.3395594,-4.1552546,0.0,0.0,0.0
15,2021-08-24 07:42:53.056,50.340521,-4.1543886,1.0,1.0,1.0
16,2021-08-24 07:43:51.023,50.3422351,-4.1520626,0.0,0.0,0.0
17,2021-08-24 07:44:12.012,50.342828,-4.1511519,0.0,0.0,0.0
18,2021-08-24 07:44:36.001,50.3435011,-4.1501,0.0,0.0,0.0
19,2021-08-24 07:44:59.014,50.3441345,-4.149075,1.0,1.0,1.0
20,2021-08-24 07:45:19.025,50.3447071,-4.1481836,1.0,1.0,1.0
21,2021-08-24 07:45:49.042,50.3456022,-4.1469098,0.0,0.0,0.0
22,2021-08-24 07:46:10.053,50.3462917,-4.1461424,0.0,0.0,0.0
23,2021-08-24 07:46:59.081,50.3465975,-4.1452378,1.0,1.0,1.0
24,2021-08-24 07:47:21.093,50.3463751,-4.1456604,0.0,0.0,0.0
25,2021-08-24 07:48:05.118,50.3459523,-4.1463491,1.0,1.0,1.0
26,2021-08-24 07:48:32.133,50.3459596,-4.1463919,1.0,1.0,1.0
27,2021-08-24 07:49:04.150,50.34591,-4.1463543,1.0,1.0,1.0
28,2021-08-24 07:49:35.168,50.3459464,-4.1460637,1.0,1.0,1.0
29,2021-08-24 07:50:05.185,50.3462122,-4.1454528,1.0,1.0,0.0
30,2021-08-24 07:50:25.196,50.3465345,-4.1450351,1.0,1.0,1.0
31,2021-08-24 07:50:50.210,50.3470155,-4.14454,1.0,1.0,1.0
32,2021-08-24 07:51:15.224,50.3475358,-4.1440998,1.0,1.0,1.0
33,2021-08-24 07:51:57.247,50.348702,-4.1431995,1.0,1.0,1.0
34,2021-08-24 07:52:25.263,50.3496723,-4.1425505,0.0,0.0,0.0
