,timestamp,lat,lon,q_1,q_2,q_3
0,2021-09-10 07:54:16.063,38.6993049,-9.1765836,1.0,1.0,1.0
1,2021-09-10 07:54:39.072,38.6993066,-9.1765832,1.0,1.0,1.0
2,2021-09-10 07:56:54.123,38.6993108,-9.1765838,1.0,1.0,1.0
3,2021-09-10 07:57:16.131,38.6993119,-9.1765844,1.0,1.0,1.0
4,2021-09-10 07:57:45.142,38.699311,-9.1765843,1.0,1.0,1.0
5,2021-09-10 07:58:06.150,38.6993113,-9.1765865,1.0,1.0,1.0
6,2021-09-10 07:58:29.159,38.6993103,-9.1765857,1.0,1.0,1.0
7,2021-09-10 07:59:15.176,38.6993096,-9.1765847,1.0,1.0,1.0
8,2021-09-10 07:59:35.184,38.6993103,-9.1765843,1.0,1.0,1.0
9,2021-09-10 07:59:58.192,38.6993125,-9.1765847,1.0,1.0,1.0
10,2021-09-10 08:00:21.201,38.6993131,-9.1765849,1.0,1.0,1.0
11,2021-09-10 08:00:43.209,38.6993132,-9.1765862,1.0,1.0,1.0
12,2021-09-10 08:01:07.218,38.699311,-9.1765864,1.0,1.0,1.0
13,2021-09-10 08:01:31.227,38.6993089,-9.1765845,1.0,1.0,1.0
14,2021-09-10 08:01:54.236,38.699309,-9.1765841,1.0,1.0,1.0
15,2021-09-10 08:02:15.244,38.699308,-9.1765834,1.0,1.0,1.0
16,2021-09-10 08:03:09.264,38.6993077,-9.1765819,1.0,1.0,1.0
17,2021-09-10 08:03:49.279,38.699309,-9.1765817,1.0,1.0,1.0
18,2021-09-10 08:04:14.289,38.6993091,-9.1765816,1.0,1.0,1.0
19,2021-09-10 08:05:02.307,38.6993084,-9.1765788,1.0,1.0,1.0
20,2021-09-10 08:05:22.315,38.6993082,-9.1765804,1.0,1.0,1.0
21,2021-09-10 08:05:45.323,38.6993085,-9.176583,1.0,1.0,1.0
22,2021-09-10 08:06:03.330,38.6993085,-9.1765826,1.0,1.0,1.0
23,2021-09-10 08:06:26.339,38.6993064,-9.1765807,1.0,1.0,1.0
24,2021-09-10 08:07:05.353,38.6993051,-9.1765807,1.0,1.0,1.0
25,2021-09-10 08:07:24.361,38.6993045,-9.1765793,1.0,1.0,1.0
26,2021-09-10 08:07:45.369,38.6993059,-9.1765799,1.0,1.0,1.0
27,2021-09-10 08:08:04.376,38.6993049,-9.1765785,1.0,1.0,1.0
28,2021-09-10 08:08:31.386,38.6993043,-9.1765767,1.0,1.0,1.0
29,2021-09-10 08:08:53.394,38.6993051,-9.1765786,1.0,1.0,1.0
30,2021-09-10 08:09:18.404,38.6993049,-9.1765787,1.0,1.0,1.0
31,2021-09-10 08:09:41.412,38.6993044,-9.1765796,1.0,1.0,1.0
32,2021-09-10 08:10:13.425,38.6993038,-9.1765775,1.0,1.0,1.0
33,2021-09-10 08:10:32.432,38.6993042,-9.1765787,1.0,1.0,1.0
34,2021-09-10 08:10:54.440,38.6993041,-9.1765799,1.0,1.0,1.0
35,2021-09-10 08:11:11.446,38.6993028,-9.1765815,1.0,1.0,1.0
36,2021-09-10 08:11:32.454,38.6992992,-9.176581,1.0,1.0,1.0
37,2021-09-10 08:12:03.466,38.6993002,-9.1765832,1.0,1.0,1.0
38,2021-09-10 08:12:41.480,38.6993012,-9.1765844,1.0,1.0,1.0
39,2021-09-10 08:13:00.488,38.6993015,-9.1765839,1.0,1.0,1.0
40,2021-09-10 08:13:28.498,38.6993016,-9.1765825,1.0,1.0,1.0
41,2021-09-10 08:13:48.493,38.699302,-9.1765818,1.0,1.0,1.0
42,2021-09-10 08:14:08.486,38.6993034,-9.1765801,1.0,1.0,1.0
