,x_index,y_index,lat,lon,n_cell,mask_cell,rrs_443,rrs_std_443,rrs_560,rrs_std_560,rrs_665,rrs_std_665,rrs_705,rrs_std_705
0,2,120,38.70590469290374,-9.135136549923963,1.0,0.0,0.0058199308126054,0.0,0.015915025119382,0.0,0.01156816043759,0.0,0.0086309843936991,0.0
1,3,116,38.70536076323027,-9.1378957399622,1.0,0.0,0.0050398910565927,0.0,0.0141728535224486,0.0,0.0108138381307122,0.0,0.0082494491648057,0.0
2,3,117,38.705361574943346,-9.137205688060341,1.0,0.0,0.0048322666352386,0.0,0.0137147926008347,0.0,0.0105718241965351,0.0,0.0080185132080635,0.0
3,3,119,38.7053631861532,-9.135825584173567,1.0,0.0,0.0086847743130851,0.0,0.0208335479196795,0.0,0.0119248893004668,0.0,0.0081697777868621,0.0
4,4,110,38.70481510029075,-9.142034981107914,1.0,0.0,0.0060020691484425,0.0,0.0149027454982974,0.0,0.0085025843345362,0.0,0.0058191680942186,0.0
5,4,111,38.704815936420395,-9.141344934572132,1.0,0.0,0.0071430696975475,0.0,0.0185867908299537,0.0,0.0154784288462758,0.0,0.0123313033678498,0.0
6,4,113,38.70481759646361,-9.139964841414999,1.0,0.0,0.0048189555771384,0.0,0.0140187727207339,0.0,0.0117006422788243,0.0,0.0092774235064092,0.0
7,7,109,38.703192138396176,-9.142721803172195,1.0,0.0,0.0069580500613205,0.0,0.0174215202063085,0.0,0.0096670448394104,0.0,0.0065577623529282,0.0
8,8,110,38.702652271201984,-9.142030702694134,1.0,0.0,0.0064039642794664,0.0,0.016532047472239,0.0,0.0093681639789028,0.0,0.0062989875701716,0.0
9,10,122,38.70158062003284,-9.133748377506063,1.0,0.0,0.0032028262741497,0.0,0.009653730078154,0.0,0.0073857354313426,0.0,0.005561900658081,0.0
10,12,87,38.70046908957977,-9.157896530772842,1.0,0.0,0.0076118235313921,0.0,0.0191057712805471,0.0,0.0149230674912048,0.0,0.0113752279514154,0.0
11,14,59,38.699359993189894,-9.177213968171905,1.0,0.0,0.0042094205595275,0.0,0.0094814529014622,0.0,0.003979042677914,0.0,0.00257090508292,0.0
12,14,60,38.69936103679154,-9.17652397523742,69.0,0.0,0.003735539992331,0.0001820223379992572,0.0080444741282415,0.0003656605844744666,0.0030963951485056,0.00016887218322293675,0.0019207832322295,0.0001093673793399294
13,14,111,38.69940886203294,-9.141334291358621,1.0,0.0,0.0066631639533723,0.0,0.0163992615032268,0.0,0.0080072205292498,0.0,0.0051438115242391,0.0
14,15,74,38.69883451266876,-9.16686281408596,1.0,0.0,0.0070916215061973,0.0,0.0182084546234763,0.0,0.014311994511321,0.0,0.0109934619819554,0.0
15,15,80,38.69884034668857,-9.162722884026543,1.0,0.0,0.0082109459734982,0.0,0.0191043202042668,0.0,0.0118850533481396,0.0,0.0083101667631031,0.0
16,15,110,38.69886731836537,-9.142023216575156,1.0,0.0,0.0062592774588617,0.0,0.0145657195258883,0.0,0.0061784053033139,0.0,0.0038999959162182,0.0
17,16,70,38.69828983485731,-9.169621489653458,1.0,0.0,0.0065426000875847,0.0,0.0174388974519862,0.0,0.0124556014906793,0.0,0.0091677436887556,0.0
18,16,72,38.698291828346,-9.168241523761315,1.0,0.0,0.00692239803684,0.0,0.0177087685265474,0.0,0.0131264847364478,0.0,0.0098766662744159,0.0
19,16,73,38.69829281898375,-9.16755154076418,1.0,0.0,0.0068895111654328,0.0,0.0177404223247795,0.0,0.012684363586592,0.0,0.0093873817276674,0.0
20,16,76,38.69829576647061,-9.165481591570183,1.0,0.0,0.0088286746502252,0.0,0.018878547354871,0.0,0.0093870622356394,0.0,0.006118996228618,0.0
21,16,77,38.698296740824084,-9.164791608438453,1.0,0.0,0.0101944068938823,0.0,0.0216692433577867,0.0,0.012676776852434,0.0,0.0087237662410274,0.0
22,16,108,38.69832492652966,-9.14340211552958,1.0,0.0,0.0059451318739469,0.0,0.0140149640900949,0.0,0.0069504084346287,0.0,0.0045624171407167,0.0
23,17,67,38.697746107057164,-9.17169014555092,1.0,0.0,0.0080164660697564,0.0,0.0197563502518897,0.0,0.0133739446003687,0.0,0.0097088817457983,0.0
24,17,68,38.6977471180308,-9.171000167920058,1.0,0.0,0.0062944222765706,0.0,0.0164605432256986,0.0,0.0129805965284781,0.0,0.0101299040765219,0.0
25,17,69,38.697748124933455,-9.170310190254641,1.0,0.0,0.0074317651873201,0.0,0.0186995850409201,0.0,0.0131352661692532,0.0,0.0095639484205253,0.0
26,18,57,38.697195066531044,-9.178588575332306,1.0,0.0,0.0073166979230003,0.0,0.0168015414453008,0.0,0.0076426795067402,0.0,0.0049440321215567,0.0
27,18,58,38.697196118194285,-9.177898603249393,2.0,0.0,0.007614878192258799,7.640524720630001e-05,0.0173787856203816,0.0001443838155885998,0.0078619725699874,2.004465432469977e-05,0.0050406175303246495,1.26952907319503e-05
28,18,59,38.69719716578662,-9.177208631130531,1.0,0.0,0.0074245916061174,0.0,0.0171521658985924,0.0,0.0079498857463251,0.0,0.0051756688349357,0.0
29,18,60,38.697198209308056,-9.176518658975864,1.0,0.0,0.0101299845902286,0.0,0.0205061257479071,0.0,0.0100571903825392,0.0,0.0063184686651275,0.0
30,18,108,38.69724351094643,-9.143399956174704,1.0,0.0,0.0061908297607933,0.0,0.0144810958664175,0.0,0.0072030820269022,0.0,0.0047470268475452,0.0
31,18,110,38.69724519496869,-9.142020008668965,1.0,0.0,0.0065837615663702,0.0,0.0154722434877736,0.0,0.0066333456401176,0.0,0.004264527694881,0.0
32,19,51,38.69664796424978,-9.182727031339464,1.0,0.0,0.008889475375189,0.0,0.0187657587336341,0.0,0.0090083133630795,0.0,0.0057876132840575,0.0
33,19,53,38.696650112314835,-9.181347097963268,1.0,0.0,0.0082169112034877,0.0,0.019167684082965,0.0,0.0097243783290202,0.0,0.0064455009295988,0.0
34,19,56,38.69665330388129,-9.1792771976245,1.0,0.0,0.007717267885637,0.0,0.0174309213171809,0.0,0.007992656777103,0.0,0.0052306420780306,0.0
35,19,107,38.69670195497835,-9.144088845055554,1.0,0.0,0.0056332917846116,0.0,0.0137615429194386,0.0,0.0068691365344767,0.0,0.0045173301872964,0.0
36,19,110,38.69670448706948,-9.142018939424297,1.0,0.0,0.0065906279226594,0.0,0.0158386176067035,0.0,0.0071082136540332,0.0,0.0046060657615316,0.0
37,20,43,38.69609850246196,-9.18824534610989,1.0,0.0,0.004823202031541,0.0,0.0118439686571804,0.0,0.0057042003401976,0.0,0.0036857762825906,0.0
38,20,46,38.69610181608921,-9.186175462468398,1.0,0.0,0.0045118094095933,0.0,0.0113033689774411,0.0,0.0057075701472383,0.0,0.0037955344871994,0.0
39,20,51,38.69610725738658,-9.182725655648753,1.0,0.0,0.004387510237605,0.0,0.0105221086448939,0.0,0.0047855153415034,0.0,0.0029991796226058,0.0
40,20,107,38.69616124707763,-9.144087760256044,1.0,0.0,0.0064846016541471,0.0,0.0151483153337431,0.0,0.0074867143687164,0.0,0.0049115805138138,0.0
41,20,110,38.696163779120106,-9.142017870208324,1.0,0.0,0.0059052289978676,0.0,0.0147516748465536,0.0,0.006962984016202,0.0,0.0045522663929404,0.0
42,21,38,38.69555219169779,-9.191693708236624,1.0,0.0,0.0055260418265696,0.0,0.0128392128740556,0.0,0.006016699603056,0.0,0.0039185259011305,0.0
43,21,39,38.69555332064291,-9.191003752446523,1.0,0.0,0.0049403895694788,0.0,0.0121214747978172,0.0,0.005922175432592,0.0,0.0038781858299781,0.0
44,21,40,38.695554445517374,-9.19031379661783,1.0,0.0,0.0056525909448467,0.0,0.013150350564499,0.0,0.0060638101432367,0.0,0.0039364751562554,0.0
45,21,42,38.695556683054335,-9.188933884845222,1.0,0.0,0.0054534106402484,0.0,0.0130939211972194,0.0,0.0060699362298552,0.0,0.0039981618692051,0.0
46,21,43,38.69555779571684,-9.188243928901585,1.0,0.0,0.0048585877937009,0.0,0.0119800188178236,0.0,0.0055099035277172,0.0,0.0035381359301867,0.0
47,21,46,38.69556110928041,-9.18617406084303,1.0,0.0,0.004947743845538,0.0,0.0122860303629159,0.0,0.0058544659156941,0.0,0.0038586798104289,0.0
48,21,49,38.69556438620807,-9.184104192445922,1.0,0.0,0.0048285455395674,0.0,0.0117575769472235,0.0,0.0053226486521963,0.0,0.0034971334494784,0.0
49,21,53,38.69556869845572,-9.18134436739632,1.0,0.0,0.0052365503705072,0.0,0.0124713000553816,0.0,0.0058056723160232,0.0,0.0037362755902647,0.0
50,21,106,38.695619686987435,-9.144776633582474,1.0,0.0,0.0061424663491155,0.0,0.0144114734466732,0.0,0.0071688015194649,0.0,0.0046987286024903,0.0
51,22,32,38.695004625987636,-9.195831967852916,1.0,0.0,0.0048874039933199,0.0,0.0120738731413433,0.0,0.0058994674507609,0.0,0.0039045297502575,0.0
52,22,33,38.695005779334494,-9.195142017491454,1.0,0.0,0.0054409882198981,0.0,0.0132690981517255,0.0,0.0074123003585796,0.0,0.0050452766652875,0.0
53,22,34,38.69500692861077,-9.194452067090564,1.0,0.0,0.0049502893692943,0.0,0.0126289515981882,0.0,0.0066583152064074,0.0,0.0045403585335478,0.0
54,22,35,38.69500807381648,-9.193762116650388,1.0,0.0,0.0056956595459559,0.0,0.0130097209833983,0.0,0.0059924223584038,0.0,0.0038591958707896,0.0
55,22,36,38.69500921495162,-9.193072166171063,1.0,0.0,0.0056668371774489,0.0,0.0129860170823879,0.0,0.0060810206273908,0.0,0.0039277669950832,0.0
56,22,38,38.69501148501018,-9.19169226509552,1.0,0.0,0.0054335493450737,0.0,0.0137477754853953,0.0,0.0075401368722874,0.0,0.0051232163549717,0.0
57,22,39,38.69501261393359,-9.191002314499581,1.0,0.0,0.0058595730197624,0.0,0.0139088798325376,0.0,0.0068106824582371,0.0,0.0045398528846396,0.0
58,22,41,38.695014859568715,-9.189622413192074,1.0,0.0,0.0057657651425313,0.0,0.0138151318611262,0.0,0.0067199296984169,0.0,0.0045015692574468,0.0
59,22,50,38.69502476343319,-9.183412855427921,1.0,0.0,0.0051244762381421,0.0,0.0119481622719883,0.0,0.0054076732159563,0.0,0.0035812296105328,0.0
